"url","group","technicalStatus","releaseStatus","reasons","wordsRendered","h1Count","canonical","schemaTypes","contentWords","intent","type","sourceLinks","bodySourceLinks","mutableClaimParagraphs","internalBodyLinks","informationGain","localEvidenceScreen","conversionMechanisms","gscClicksCurrent","gscClicksPrevious","gscImpressionsCurrent","gscImpressionsPrevious","gscCtrCurrent","gscCtrPrevious","gscPositionCurrent","gscPositionPrevious","retrievalStatus","sectionCount","weakDirectAnswers","ambiguousOpeners","mutableSections","mutableSectionsWithoutInlineSource","entityInIntro","hasSilo","relatedCount","topicalBridgeStatus","newPdfReasons","migrationDisposition","redirectTarget","noindex","sourceNote","targetDomain"
"/asbestattest/asbestinventaris","kennisbank","PASS","PASS","","1600","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/asbestinventaris","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","982","informational","Article","1","0","7","0","4","","1","0","0","0","2","0","0","0","40.5","PASS","13","1","0","3","3","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/asbestinventaris/verplicht","kennisbank","PASS","PASS","","2139","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/asbestinventaris/verplicht","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1512","informational","Article","1","0","17","3","5","","1","0","0","0","1","0","0","0","84","PASS","11","0","0","7","7","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/asbestkeuring","kennisbank","PASS","PASS","","1706","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/asbestkeuring","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1147","informational","Article","1","0","10","4","4","","1","0","0","0","0","0","0","","","PASS","13","2","0","5","5","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/asbestsanering","kennisbank","PASS","PASS","","1354","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/asbestsanering","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","767","informational","Article","1","0","7","0","5","","1","0","0","0","1","0","0","0","8","PASS","7","0","0","5","5","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/bij-erfenis","kennisbank","PASS","PASS","","1504","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/bij-erfenis","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","886","informational","Article","1","0","11","0","5","","1","0","0","0","2","0","0","0","7","PASS","11","1","0","7","7","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/bij-schenking","kennisbank","PASS","PASS","","1580","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/bij-schenking","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","892","informational","Article","3","2","9","3","5","","1","0","0","0","4","0","0","0","7","PASS","7","1","0","4","4","true","true","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/bij-verhuur","kennisbank","PASS","PASS","","1943","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/bij-verhuur","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1236","informational","Article","1","0","14","0","5","","1","0","0","0","7","0","0","0","9.284285714285716","PASS","11","0","0","7","7","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/brugge","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1347","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/brugge","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","716","local","WebPage","1","0","8","4","5","3","not_applicable","0","0","0","0","0","0","","","PASS","6","1","0","4","4","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/compromis","kennisbank","PASS","PASS","","1945","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/compromis","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1349","informational","Article","1","0","15","8","4","","1","0","0","0","0","0","0","","","PASS","12","0","0","7","7","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/dendermonde","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1786","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/dendermonde","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1230","local","WebPage","1","0","12","3","5","4","not_applicable","0","0","0","0","0","0","","","PASS","12","0","0","5","5","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/garage","kennisbank","PASS","PASS","","2118","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/garage","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1522","informational","Article","1","0","18","3","5","","1","0","1","0","5","0","0.2","0","7.4","PASS","12","0","0","7","7","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/geen","kennisbank","PASS","PASS","","1560","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/geen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","942","informational","Article","1","0","11","5","5","","1","0","0","0","1","0","0","0","9","PASS","10","1","0","5","5","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/geldigheid","kennisbank","PASS","PASS","","1527","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/geldigheid","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","937","informational","Article","4","3","8","2","4","","1","0","0","0","2","0","0","0","9","PASS","7","0","0","3","3","true","true","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/gent","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1835","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/gent","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1276","local","WebPage","1","0","11","3","4","5","not_applicable","0","0","0","2","0","0","0","9.5","PASS","12","0","0","4","4","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/goedkoop","kennisbank","PASS","PASS","","1629","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/goedkoop","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1069","informational","Article","1","0","7","4","4","","1","0","0","0","0","0","0","","","PASS","11","0","0","5","5","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/hasselt","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1672","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/hasselt","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1136","local","WebPage","1","0","12","3","5","4","not_applicable","0","0","0","1","0","0","0","7","PASS","9","0","0","6","6","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/herentals","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1185","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/herentals","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","572","local","WebPage","1","0","7","0","4","4","not_applicable","0","0","0","0","0","0","","","PASS","6","0","0","3","3","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/hoe-lang-moet-je-wachten","kennisbank","PASS","PASS","","1457","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/hoe-lang-moet-je-wachten","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","885","informational","Article","1","0","10","2","4","","1","0","0","0","1","0","0","0","10","PASS","11","0","0","5","5","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/laten-opmaken","kennisbank","PASS","PASS","","1591","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/laten-opmaken","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1036","core","WebPage","1","0","11","4","5","","1","0","0","0","1","0","0","0","8","PASS","11","0","0","6","6","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/leuven","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1716","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/leuven","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1086","local","WebPage","1","0","12","2","5","5","not_applicable","0","0","0","0","0","0","","","PASS","10","1","0","6","6","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/lier","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1703","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/lier","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1149","local","WebPage","1","0","10","2","4","4","not_applicable","0","0","0","1","0","0","0","10","PASS","11","0","0","6","6","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/limburg","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1798","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/limburg","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1245","local","WebPage","1","0","11","1","5","5","not_applicable","0","0","0","0","0","0","","","PASS","10","1","0","5","5","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/lokeren","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1788","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/lokeren","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1231","local","WebPage","1","0","12","1","5","4","not_applicable","0","0","0","0","0","0","","","PASS","10","1","0","5","5","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/notaris","kennisbank","PASS","PASS","","1604","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/notaris","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1051","informational","Article","1","0","13","3","5","","1","0","0","0","1","0","0","0","9","PASS","10","0","0","6","6","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/oost-vlaanderen","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1655","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/oost-vlaanderen","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1093","local","WebPage","1","0","9","3","5","4","not_applicable","0","0","0","1","0","0","0","9","PASS","12","1","0","3","3","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/oudenaarde","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1740","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/oudenaarde","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1221","local","WebPage","1","0","12","4","4","4","not_applicable","0","0","0","0","0","0","","","PASS","12","1","0","7","7","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/renovatie","kennisbank","PASS","PASS","","1862","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/renovatie","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1297","informational","Article","1","0","13","6","5","","1","0","0","0","1","0","0","0","7","PASS","10","1","0","7","7","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/sint-niklaas","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1892","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/sint-niklaas","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1336","local","WebPage","1","0","11","3","4","4","not_applicable","0","0","0","0","0","0","","","PASS","11","0","0","6","6","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/turnhout","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1365","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/turnhout","Organization | ContactPoint | AdministrativeArea | WebSite | WebPage | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","744","local","WebPage","1","0","11","2","4","3","not_applicable","0","0","0","0","0","0","","","PASS","2","0","0","2","2","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/uitstel","kennisbank","PASS","PASS","","1439","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/uitstel","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","822","informational","Article","1","0","9","9","3","","1","0","0","0","0","0","0","","","PASS","10","0","0","7","7","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/vanaf-wanneer","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1862","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/vanaf-wanneer","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1317","informational","Article","1","0","14","0","3","","not_applicable","0","0","0","0","0","0","","","PASS","10","0","0","5","5","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/verplicht","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1254","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/verplicht","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","646","informational","Article","1","0","11","3","4","","not_applicable","0","0","0","0","0","0","","","PASS","8","0","0","5","5","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/vlaams-brabant","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1710","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/vlaams-brabant","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1104","local","Article","1","0","9","1","4","4","not_applicable","0","0","0","1","0","0","0","9","PASS","11","0","0","4","4","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/west-vlaanderen","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1866","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/west-vlaanderen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1273","local","Article","1","0","15","6","5","6","not_applicable","0","0","0","0","0","0","","","PASS","12","0","0","7","7","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/wetgeving","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1758","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/wetgeving","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1153","informational","Article","1","0","13","5","5","","not_applicable","0","0","0","0","0","0","","","PASS","9","1","0","6","6","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/wie","kennisbank","PASS","CONSOLIDATED","301 naar /asbestattest; noindex; uitgesloten uit sitemap","1909","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/wie","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1264","informational","Article","1","0","18","5","4","","not_applicable","0","0","0","0","0","0","","","PASS","11","0","0","8","8","true","true","3","not_applicable","inhoudelijke eigenaar gekozen","REDIRECT_READY","/asbestattest","true","false","https://www.vastgoedmakelaarzoeken.com"
"/asbestattest/wie-betaalt","kennisbank","PASS","PASS","","1683","1","https://www.vastgoedmakelaarzoeken.be/asbestattest/wie-betaalt","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1137","informational","Article","1","0","14","1","5","","1","0","0","0","1","0","0","0","7","PASS","12","0","0","6","6","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/beding-van-aanwas","kennisbank","PASS","PASS","","3505","1","https://www.vastgoedmakelaarzoeken.be/beding-van-aanwas","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","2593","informational","Article","7","6","9","4","5","","1","0","1","1","25","0","0.04","65","13.72","PASS","15","2","0","6","6","true","false","5","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/belasting-tweede-verblijf-vermijden","kennisbank","PASS","PASS","","1951","1","https://www.vastgoedmakelaarzoeken.be/belasting-tweede-verblijf-vermijden","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1317","informational","Article","1","0","6","1","5","","1","4","6","164","223","0.024390243902439025","0.026905829596412557","7.68","11.66","PASS","10","2","0","4","4","true","false","4","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/bestaande-vloer-isoleren","kennisbank","PASS","PASS","","1525","1","https://www.vastgoedmakelaarzoeken.be/bestaande-vloer-isoleren","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","823","informational","Article","1","0","5","2","4","","1","0","0","0","2","0","0","0","6","PASS","8","0","0","3","3","true","true","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/bewoonbare-oppervlakte-berekenen","kennisbank","PASS","PASS","","1961","1","https://www.vastgoedmakelaarzoeken.be/bewoonbare-oppervlakte-berekenen","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","1304","informational","Article","1","0","7","3","5","","1","0","0","0","4","0","0","0","10.5","PASS","11","0","0","4","4","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
"/bieden-op-een-huis","kennisbank","PASS","PASS","","1577","1","https://www.vastgoedmakelaarzoeken.be/bieden-op-een-huis","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","875","informational","Article","5","4","2","0","2","","1","0","0","1","55","0","0","91","27.51","PASS","8","2","0","1","0","true","false","3","PASS","","SAME_PATH_READY","","false","false","https://www.vastgoedmakelaarzoeken.com"
"/bijgebouw-vergunning","kennisbank","PASS","PASS","","1498","1","https://www.vastgoedmakelaarzoeken.be/bijgebouw-vergunning","Organization | ContactPoint | AdministrativeArea | WebSite | Article | Thing | BreadcrumbList | ListItem | FAQPage | Question | Answer","768","informational","Article","1","0","8","1","3","","1","0","0","0","18","0","0","0","14.440000000000001","PASS","6","0","0","5","5","true","false","3","PASS","","SAME_PATH_READY","","false","true","https://www.vastgoedmakelaarzoeken.com"
